LOT,ID,TYPE,CRITIQUE_ARGENT,FR_ACTUEL,VARIABLES,VARIABLES_IMPLICITES,FR_STT_VARIANTS,DIOULA,DIOULA_VARIANTES_STT,VALIDE_PAR,STATUT,NOTES_MANUS,NOTES_CLAUDE
2-DECOR,PARTAGE_001,TTS_OUTPUT,non,Ouverture des détails de la carte d'identité,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PARTAGE_002,TTS_OUTPUT,non,Ouverture des détails de l'attestation d'activité,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PARTAGE_003,TTS_OUTPUT,non,"Fiche de {prenoms} {nom}, {label}",prenoms nom label,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PARTAGE_004,TTS_OUTPUT,non,Paiement de {montantFormate} validé par {modePaiement}.,montantFormate modePaiement,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PARTAGE_005,TTS_OUTPUT,non,Journée réduite,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PARTAGE_006,TTS_OUTPUT,non,Détails de la journée,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PARTAGE_007,TTS_OUTPUT,non,{label}. {description}. Cela te rapportera {points} points,label description points,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_001,TTS_OUTPUT,non,Impossible de marquer comme livrée,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_005,TTS_OUTPUT,non,Commande mise à jour : {statut},statut,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_006,TTS_OUTPUT,non,Impossible de mettre à jour la commande,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_007,TTS_OUTPUT,non,Commande de {produit} ajoutée,produit,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_008,TTS_OUTPUT,non,Impossible d'ajouter la commande,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_009,TTS_OUTPUT,non,Demande de {acheteurId} pour {produit},acheteurId produit,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_010,TTS_OUTPUT,non,{mois} mois,mois,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_011,TTS_OUTPUT,non,Choisis d'abord une culture.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_012,TTS_OUTPUT,non,Dis-moi le nom de la culture.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_013,TTS_OUTPUT,non,C'est fait ! Ta plantation est créée.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_014,TTS_OUTPUT,non,Tu dois être connectée. Vérifie ton réseau et réessaie.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_015,TTS_OUTPUT,non,"{produit}, {toLocaleString} kg",produit toLocaleString,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_016,TTS_OUTPUT,non,Détails de ta plantation de {culture}. Progression {progressPercent} pourcent.,culture progressPercent,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_017,TTS_OUTPUT,non,Détails de ta plantation de {culture},culture,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_018,TTS_OUTPUT,non,Détails de {culture},culture,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_019,TTS_OUTPUT,non,Récolte de {produitName} publiée avec succès sur le marché virtuel,produitName,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_020,TTS_OUTPUT,non,La quantité ne peut pas dépasser le stock disponible de {stockMax},stockMax,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_021,TTS_OUTPUT,non,Dis-moi la quantité que tu as récoltée.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_022,TTS_OUTPUT,non,C'est enregistré ! {quantiteEnKg} kilos de {cultureName}.,quantiteEnKg cultureName,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,PROD_024,TTS_OUTPUT,non,Tu n'as pas encore de revenu.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,QUEST_MEILLEURE_VENTE,TTS_OUTPUT,non,Ce qui marche le mieux aujourd'hui : {produit}.,produit,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,QUEST_MEILLEURE_VENTE_INCONNUE,TTS_OUTPUT,non,Je n'ai pas encore assez de ventes pour te dire ça aujourd'hui.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,QUEST_MEILLEURE_VENTE_QUANTITE,TTS_OUTPUT,non,"Ce qui marche le mieux aujourd'hui : {produit}, {quantite} vendus.",produit quantite,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,REGLAGE_VOIX_COMPLET,TTS_OUTPUT,non,D'accord. Je te dis tout.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,REGLAGE_VOIX_ESSENTIEL,TTS_OUTPUT,non,D'accord. Je dirai seulement l'argent et les comptes.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_001,TTS_OUTPUT,non,{produit} ajouté au stock commun.,produit,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_002,TTS_OUTPUT,non,Distribution enregistrée avec succès.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_003,TTS_OUTPUT,non,"Je n'ai pas entendu le nom. Réessaie, s'il te plaît.",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_004,TTS_OUTPUT,non,Quel produit veux-tu ajouter ?,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_005,TTS_OUTPUT,non,Combien de {nom} veux-tu ajouter ?,nom,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_006,TTS_OUTPUT,non,{qte} {unit} de {name} ajoutés. Tu as maintenant {newQty} {unit}.,qte unit name newQty,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_007,TTS_OUTPUT,non,"Ça n'a pas marché. Réessaie, s'il te plaît.",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_010,TTS_OUTPUT,non,Tous tes stocks sont bons,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_011,TTS_OUTPUT,non,{low} produits en stock bas : {join},low join,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_014,TTS_OUTPUT,non,La quantité n'est pas bonne.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_016,TTS_OUTPUT,non,{quantity} {unit} de {name} ajouté au stock,quantity unit name,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_017,TTS_OUTPUT,non,C'est mis à jour.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_018,TTS_OUTPUT,non,{reappNum} {unit} de {name} ajoutés. Stock à {newQty} {unit},reappNum unit name newQty,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_019,TTS_OUTPUT,non,{name} supprimé,name,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_020,TTS_OUTPUT,non,Ça n'a pas marché. Le produit n'est pas supprimé.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_021,TTS_OUTPUT,non,{name} mis à jour,name,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_022,TTS_OUTPUT,non,"Ça n'a pas été enregistré. Réessaie, s'il te plaît.",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_023,TTS_OUTPUT,non,Nom du produit,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_025,TTS_OUTPUT,non,Plus de détails,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_026,TTS_OUTPUT,non,Moins de détails,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_028,TTS_OUTPUT,non,Bienvenue {prenoms} dans ta gestion de production. Je peux t'aider à gérer tes récoltes. Que veux-tu faire ?,prenoms,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_029,TTS_OUTPUT,non,"D'accord ! Dis-moi ce que tu veux faire : ajouter une récolte, modifier une quantité, ou consulter ta production",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_030,TTS_OUTPUT,non,D'accord ! Je reste là si tu as besoin,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_031,TTS_OUTPUT,non,Parfait ! {quantity} kg de {name} ajouté à ta production,quantity name,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_032,TTS_OUTPUT,non,Production mise à jour ! {name} : {quantity} {unit},name quantity unit,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_033,TTS_OUTPUT,non,"D'accord, action annulée",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_034,TTS_OUTPUT,non,Tu as {quantity} {unit} de {name} en stock,quantity unit name,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_035,TTS_OUTPUT,non,Je n'ai pas trouvé ce produit dans ta production,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_037,TTS_OUTPUT,non,Tu as {stocks} produits différents en production,stocks,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_038,TTS_OUTPUT,non,Tu as {lowStocks} produits en stock bas : {join},lowStocks join,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_039,TTS_OUTPUT,non,Tu veux ajouter {quantity} {unit} de {name} à ta production actuelle de {quantity} {unit}. Je confirme ?,quantity unit name,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_040,TTS_OUTPUT,non,Tu veux ajouter {quantity} kg de {productName} à ta production. Je confirme ?,quantity productName,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_041,TTS_OUTPUT,non,Voici {name},name,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_042,TTS_OUTPUT,non,"Je n'ai pas compris. Demande-moi d'ajouter une récolte, de consulter ta production, ou de filtrer par catégorie",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_043,TTS_OUTPUT,non,{name} ajouté avec succès,name,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_044,TTS_OUTPUT,non,{name} supprimé de la production,name,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,STOCK_045,TTS_OUTPUT,non,Tes montants sont cachés. Appuie sur l'œil pour les afficher.,,,,,,,A_TRADUIRE,,"Lot A2 de la récupération du design : la marchande a masqué ses montants, on le lui dit au lieu de refuser en silence. Ne cite aucun montant. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,TATA_AJOUT_BOUTIQUE_ECHEC,TTS_OUTPUT,non,Ça n'a pas marché. Tu pourras l'ajouter depuis Mon stock.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,TATA_ANNULATION_ETAPE,TTS_OUTPUT,non,"D'accord, on oublie ça. Le panier n'a pas bougé.",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,TATA_CE_PRODUIT,TTS_OUTPUT,non,ce produit,,,,,,,A_TRADUIRE,,Repli lexical quand le produit n'a pas de nom. — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
2-DECOR,TATA_ERREUR_MOTEUR,TTS_OUTPUT,non,"Ma voix ne marche pas ici. Tape ta vente, je t'accompagne.",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
